id,url,question,answer
2101,http://www.freebase.com/view/en/taylor_swift,what did taylor swift do at the vmas 2012?,Grammy Award for Best Country Solo Performance
2102,http://www.freebase.com/view/en/russians,who did russians descend from?,East Slavs
2103,http://www.freebase.com/view/en/san_diego,what to see and do in san diego california?,San Diego Zoo Safari Park
2104,http://www.freebase.com/view/en/clarksville,what is the zip code for clarksville tn?,37043
2105,http://www.freebase.com/view/en/wayne_state_university,where's wayne state?,Michigan
2106,http://www.freebase.com/view/en/chinese_language,what dialect do most chinese speak?,Chinese
2107,http://www.freebase.com/view/en/cuba,who is the president of cuba in 2009?,Fidel Castro
2108,http://www.freebase.com/view/en/avril_lavigne,who does avril lavigne play in over the hedge?,Heather
2109,http://www.freebase.com/view/en/university_of_alabama,where is the university of alabama?,Tuscaloosa
2110,http://www.freebase.com/view/en/armenia,where is the country of armenia?,Turkey
2111,http://www.freebase.com/view/en/tom_cruise,who tom cruise been married to?,Katie Holmes
2112,http://www.freebase.com/view/en/gaza_strip,which country is gaza city located?,Israel
2113,http://www.freebase.com/view/en/pakistan,who is president of pakistan 2012?,Asif Ali Zardari
2114,http://www.freebase.com/view/en/james_watt,what country did james watt come from?,Scotland
2115,http://www.freebase.com/view/en/louis_armstrong,what instrument did louis armstrong like to play?,trumpet
2116,http://www.freebase.com/view/en/germany,what is the currency in germany in 2010?,Euro
2117,http://www.freebase.com/view/en/china,what types of government does china have?,Premier of the People's Republic of China
2118,http://www.freebase.com/view/en/boeing,where is the boeing company?,Seattle
2119,http://www.freebase.com/view/en/bill_gates,what does bill gates own?,Bill Gates' house
2120,http://www.freebase.com/view/en/gregor_mendel,what organism did mendel use?,"He continued teaching part-time, and began his experiments with cross-breeding garden peas."
2121,http://www.freebase.com/view/en/congress_u_s,what are the two houses in congress?,United States House of Representatives
2122,http://www.freebase.com/view/en/ladainian_tomlinson,what team does ladainian tomlinson play 4?,San Diego Chargers
2123,http://www.freebase.com/view/en/canada,what is the major language spoken in canada?,French Language
2124,http://www.freebase.com/view/en/camille_donatacci,what did camille grammer do for a living?,Film Producer
2125,http://www.freebase.com/view/en/jamaica,what jamaican language called?,Jamaican Creole English Language
2126,http://www.freebase.com/view/en/luke_skywalker,what planet was luke skywalker raised on?,Tatooine
2127,http://www.freebase.com/view/en/georgia_okeeffe,who did georgia o'keeffe inspired?,Arthur Dove
2128,http://www.freebase.com/view/en/brandon_jacobs,who does brandon jacobs play for?,San Francisco 49ers
2129,http://www.freebase.com/view/en/germany,what is the government structure of germany?,Constitutional republic
2130,http://www.freebase.com/view/en/elizabeth_i_of_england,who was queen elizabeth the first's mother?,Anne Boleyn
2131,http://www.freebase.com/view/en/dominican_republic,who is the leader of the dominican republic 2011?,Leonel Fernández
2132,http://www.freebase.com/view/en/anglican_communion,where did the anglican church start?,Archbishop of Canterbury
2133,http://www.freebase.com/view/en/barack_obama,who does obama look up to?,Saul Alinsky
2134,http://www.freebase.com/view/en/william_mckinley,where did william mckinley go to high school?,Poland Seminary High School
2135,http://www.freebase.com/view/en/the_big_valley,who played heath barkley?,Lee Majors
2136,http://www.freebase.com/view/en/baltimore_ravens,what year did baltimore ravens win the superbowl?,2012
2137,http://www.freebase.com/view/en/spain,what is the name of the money used in spain?,Euro
2138,http://www.freebase.com/view/en/edward_jenner,what did edward jenner do for a living?,edward jenner catalogued specimens from captain james cook
2139,http://www.freebase.com/view/en/shawn_johnson,when did shawn johnson won the gold medal?,2008 Summer Olympics
2140,http://www.freebase.com/view/en/brittany_murphy,what did brittany murphy died of?,Pneumonia
2141,http://www.freebase.com/view/en/north_korea,what type of political system does north korea have?,Single-party state
2142,http://www.freebase.com/view/en/indonesia,when does ramadan end 2012 indonesia?,Yayasan Kerti Praja
2143,http://www.freebase.com/view/en/tyler_clary,who will play clary in city of bones?,Lonnie Clary
2144,http://www.freebase.com/view/en/francis_h_burnett,what books did frances hodgson burnett wrote?,The Secret Garden
2145,http://www.freebase.com/view/en/edgar_allan_poe,what year did edgar allan poe go to college?,2/14/1826
2146,http://www.freebase.com/view/en/amsterdam_ohio,where is amsterdam ohio?,Jefferson County
2147,http://www.freebase.com/view/en/illinois,who are the two current senators of illinois?,Dick Durbin
2148,http://www.freebase.com/view/en/baltimore_orioles,when did the orioles win the pennant?,1983 World Series
2149,http://www.freebase.com/view/en/stephenie_meyer,who did stephenie meyer play in twilight?,The Twilight Saga: Breaking Dawn - Part 1
2150,http://www.freebase.com/view/en/mexico,what 3 countries does mexico border?,United States of America
2151,http://www.freebase.com/view/en/rupert_giles,who played giles on buffy the vampire slayer?,Anthony Stewart Head
2152,http://www.freebase.com/view/en/american_league_west,what teams are in the american league west?,Texas Rangers
2153,http://www.freebase.com/view/en/robert_burns,what books did robert burns wrote?,To a Louse
2154,http://www.freebase.com/view/en/didier_drogba,where does drogba play now?,Côte d'Ivoire national football team
2155,http://www.freebase.com/view/en/chrysler,who owns chrysler corporation 2012?,Walter Chrysler
2156,http://www.freebase.com/view/en/mitt_romney,what are the name of mitt romney sons?,Tagg Romney
2157,http://www.freebase.com/view/en/larry_hagman,what was the cause of death of larry hagman?,Head and neck cancer
2158,http://www.freebase.com/view/en/south_america,what is the rainforest in south america called?,Amazon Basin
2159,http://www.freebase.com/view/en/isaac_newton,what school did sir isaac newton go to?,"The King's School, Grantham"
2160,http://www.freebase.com/view/en/robert_hooke,what was robert hooke's contributions to science?,Diaphragm
2161,http://www.freebase.com/view/en/china,how many major dialects are there in china?,Nepali Language
2162,http://www.freebase.com/view/en/mount_everest,in which country is mount everest found?,Nepal
2163,http://www.freebase.com/view/en/germany,what form of government does germany use?,Constitutional republic
2164,http://www.freebase.com/view/en/scottish,what age do scottish people go to university?,Jamie MacDonald
2165,http://www.freebase.com/view/en/haiti,what language do haitian speak?,French Language
2166,http://www.freebase.com/view/en/nick_grimshaw,who is nick grimshaw?,Presenter
2167,http://www.freebase.com/view/en/florence_r_sabin,what did florence sabin do?,Physician
2168,http://www.freebase.com/view/en/grease_1978,who played betty rizzo in grease?,Stockard Channing
2169,http://www.freebase.com/view/en/wesley_crusher,who played wesley crusher on star trek the next generation?,Wil Wheaton
2170,http://www.freebase.com/view/en/sherlock_holmes,when did sherlock holmes live?,5049 Sherlock
2171,http://www.freebase.com/view/en/audie_murphy,where did audie murphy grow up?,Texas
2172,http://www.freebase.com/view/en/bart_simpson,what school does bart simpson go to?,Springfield Elementary School
2173,http://www.freebase.com/view/en/mark_sanchez,where is mark sanchez now?,New York Jets
2174,http://www.freebase.com/view/en/battle_of_verdun,where was the battle of verdun ww1?,Verdun
2175,http://www.freebase.com/view/en/kobe_bryant,what year did kobe bryant go to high school?,1996
2176,http://www.freebase.com/view/en/okemos,where is okemos michigan?,Ingham County
2177,http://www.freebase.com/view/en/caroline_kennedy,where did caroline kennedy go to school?,Radcliffe College
2178,http://www.freebase.com/view/en/united_states,what type of government is the us government?,Presidential system
2179,http://www.freebase.com/view/en/william_shakespeare,what is shakespeare's parents names?,John Shakespeare
2180,http://www.freebase.com/view/en/arthur_conan_doyle,what was sir arthur conan doyle famous for?,Sherlock Holmes
2181,http://www.freebase.com/view/en/baltimore_ravens,who is the ravens coach?,Jim Harbaugh
2182,http://www.freebase.com/view/en/ron_jaworski,what college did ron jaworski go to?,Youngstown State University
2183,http://www.freebase.com/view/en/allen_iverson,what team does allen iverson play for now?,Detroit Pistons
2184,http://www.freebase.com/view/en/richard_grenville,where did sir richard grenville explore?,Archipelago of the Azores
2185,http://www.freebase.com/view/en/atlanta_braves,what years did the atlanta braves win the world series?,1995 World Series
2186,http://www.freebase.com/view/en/hillsborough_county,when does school start in hillsborough county?,Valrico
2187,http://www.freebase.com/view/en/john_f_kennedy,where did jfk and his wife live?,Boston
2188,http://www.freebase.com/view/en/islam,what are the basic beliefs of islam religion?,Monotheism
2189,http://www.freebase.com/view/en/egypt,what is modern egyptian language?,Modern Standard Arabic
2190,http://www.freebase.com/view/en/sam_shepard,where does sam shepard live?,Fort Sheridan
2191,http://www.freebase.com/view/en/united_states_air_force_academy,in what state was the air force academy established?,Colorado
2192,http://www.freebase.com/view/en/battle_of_the_alamo,where did the battle of the alamo start?,San Antonio
2193,http://www.freebase.com/view/en/barack_obama,what do barack obama do as a president?,Dreams from My Father
2194,http://www.freebase.com/view/en/harry_potter,what are the names of harry potter books in order?,Harry Potter and the Half-Blood Prince
2195,http://www.freebase.com/view/en/italy,what currency should i bring to italy?,Euro
2196,http://www.freebase.com/view/en/baltimore_orioles,what years did the orioles play in the world series?,1983 World Series
2197,http://www.freebase.com/view/en/roman_empire,what does the roman empire consist of?,Cilicia
2198,http://www.freebase.com/view/en/fred_goodwin,what did fred goodwin do?,Businessperson
2199,http://www.freebase.com/view/en/isaac_newton,what did isaac newton contribute to science?,Newton fractal
2200,http://www.freebase.com/view/en/burne_hogarth,what school did burne hogarth establish?,School of Visual Arts
2201,http://www.freebase.com/view/en/china,what is the economy of china?,Socialist state
2202,http://www.freebase.com/view/en/marilyn_monroe,who is marilyn monroe and why is she famous?,Singer
2203,http://www.freebase.com/view/en/port_charlotte,where is port charlotte florida located?,United States of America
2204,http://www.freebase.com/view/en/california,what time zone is it in california?,Pacific Time Zone
2205,http://www.freebase.com/view/en/reba_mcentire,who is reba mcentire's son?,Shelby Steven McEntire Blackstock
2206,http://www.freebase.com/view/en/american_federation_of_labor,who helped form the american federation of labor?,Samuel Gompers
2207,http://www.freebase.com/view/en/julie_edwards,who did julie andrews play in shrek?,Queen Lillian
2208,http://www.freebase.com/view/en/whitney_houston,what songs did whitney houston?,Count on Me
2209,http://www.freebase.com/view/en/boston_celtics,when did the celtics win championship?,1969 NBA Finals
2210,http://www.freebase.com/view/en/canada,what does canada export and import the most?,Iron Ore Mining
2211,http://www.freebase.com/view/en/eric_northman,what episode does eric northman come in?,True Blood Season 4
2212,http://www.freebase.com/view/en/elijah_mccoy,what was elijah mccoy famous for?,Engineer
2213,http://www.freebase.com/view/en/john_paul_jones,who did john paul jones fight for?,Continental Navy
2214,http://www.freebase.com/view/en/hudson_river,where does hudson river start?,Lake Tear of the Clouds
2215,http://www.freebase.com/view/en/brad_paisley,where was brad paisley born and raised?,Glen Dale
2216,http://www.freebase.com/view/en/charlotte,what is charlotte north carolina known for?,Bojangles' Coliseum
2217,http://www.freebase.com/view/en/glastonbury_connecticut,where is glastonbury connecticut?,Connecticut
2218,http://www.freebase.com/view/en/george_washington,what is george washington's hometown?,Westmoreland County
2219,http://www.freebase.com/view/en/arlington_texas,what is arlington texas zip code?,76013
2220,http://www.freebase.com/view/en/new_york_yankees,what years did yankees win championships?,1941 World Series
2221,http://www.freebase.com/view/en/seth_macfarlane,what characters does seth macfarlane play in family guy?,Peter Griffin
2222,http://www.freebase.com/view/en/miami,what airport fly into miami?,Miami International Airport
2223,http://www.freebase.com/view/en/steve_nash,what year did steve nash play for the mavericks?,1998–99 NBA season
2224,http://www.freebase.com/view/en/arabic_language,where is arabic used?,Tunisia
2225,http://www.freebase.com/view/en/charles_darwin,what book did charles darwin write on evolution?,On evolution
2226,http://www.freebase.com/view/en/taylor_swift,what are all songs by taylor swift?,Cold as You
2227,http://www.freebase.com/view/en/katy_perry,what instruments does katy perry play?,Vocals
2228,http://www.freebase.com/view/en/francis_drake,who was francis drake married to?,Mary Newman
2229,http://www.freebase.com/view/en/chickasaw,where were the chickasaw indians located?,Indigenous peoples of the Southeastern Woodlands
2230,http://www.freebase.com/view/en/don_king,where does don king live?,Cleveland
2231,http://www.freebase.com/view/en/tom_brady,when was tom brady first superbowl win?,Super Bowl XXXVI
2232,http://www.freebase.com/view/en/deborah_sampson,who did deborah sampson married?,Benjamin Gannet
2233,http://www.freebase.com/view/en/mexico,what form of government does mexico?,Constitutional republic
2234,http://www.freebase.com/view/en/mickey_mouse,who played mickey on days of our lives?,Wayne Allwine
2235,http://www.freebase.com/view/en/nicole_kidman,what movies does nicole kidman star in?,Billy Bathgate
2236,http://www.freebase.com/view/en/michael_jackson,who was michael jackson first girlfriend?,Lisa Marie Presley
2237,http://www.freebase.com/view/en/san_francisco,where to stay in san francisco ca?,"Palace Hotel, San Francisco"
2238,http://www.freebase.com/view/en/reggie_bush,what team does reggie bush play for 2011?,Miami Dolphins
2239,http://www.freebase.com/view/en/kate_chopin,where did kate chopin grow up?,St. Louis
2240,http://www.freebase.com/view/en/dominican_republic,who is the current president of dominican republic 2011?,Danilo Medina
2241,http://www.freebase.com/view/en/greece,what money system does greece use?,Greek drachma
2242,http://www.freebase.com/view/en/obi-wan_kenobi,who played obi wan kenobi in phantom menace?,Ewan McGregor
2243,http://www.freebase.com/view/en/phoenix,what is the newspaper in phoenix?,The Catholic Sun
2244,http://www.freebase.com/view/en/luke_bryan,where is luke bryan from?,Leesburg
2245,http://www.freebase.com/view/en/facebook,who invented facebook wikipedia?,Mark Zuckerberg
2246,http://www.freebase.com/view/en/spain,what country surrounds spain?,Perejil Island
2247,http://www.freebase.com/view/en/william_shakespeare,when and where was william shakespeare buried?,"Church of the Holy Trinity, Stratford-upon-Avon"
2248,http://www.freebase.com/view/en/john_mcenroe,what type of tennis racket does john mcenroe use?,One-handed backhand
2249,http://www.freebase.com/view/en/james_cook,where did captain james cook grow up?,Marton
2250,http://www.freebase.com/view/en/sony,where is sony headquarters located?,Tokyo
2251,http://www.freebase.com/view/en/darth_vader,who wore the darth vader suit in revenge of the sith?,Hayden Christensen
2252,http://www.freebase.com/view/en/scarlett_johansson,what movies has scarlett johansson in?,Girl with a Pearl Earring
2253,http://www.freebase.com/view/en/alex_rodriguez,where is alex rodriguez from?,Washington Heights
2254,http://www.freebase.com/view/en/michael_jordan,what school did michael jordan play for?,North Carolina Tar Heels men's basketball
2255,http://www.freebase.com/view/en/morse_code,who invented morse code?,Samuel Morse
2256,http://www.freebase.com/view/en/adolf_hitler,what happened to adolf hitler at the end of the war?,Suicide
2257,http://www.freebase.com/view/en/england,what is the political system in england?,Constitutional monarchy
2258,http://www.freebase.com/view/en/ronald_reagan,who was vice president under ronald reagan?,George H. W. Bush
2259,http://www.freebase.com/view/en/rupert_murdoch,what does rupert murdoch own 2012?,STAR India
2260,http://www.freebase.com/view/en/william_howard_taft,where did william howard taft go to high school?,Woodward High School
2261,http://www.freebase.com/view/en/chicago_bulls,when did the chicago bulls win their first championship?,1991 NBA Finals
2262,http://www.freebase.com/view/en/mexico,which four states touch mexico?,California
2263,http://www.freebase.com/view/en/sammy_davis_jr,what did sammy davis jr die of?,Complication
2264,http://www.freebase.com/view/en/anna_nicole_smith,what did anna nicole smith died from?,Drug overdose
2265,http://www.freebase.com/view/en/francis_drake,what country did francis drake explored for?,Kingdom of England
2266,http://www.freebase.com/view/en/great_lakes,what two countries share a border with the great lakes?,Canada
2267,http://www.freebase.com/view/en/dwyane_wade,what year did dwayne wade came to the nba?,2003 NBA Draft
2268,http://www.freebase.com/view/en/the_dan_patrick_show,where is the dan patrick studio?,United States of America
2269,http://www.freebase.com/view/en/jacqueline_kennedy_onassis,where did jackie kennedy go to college?,Georgetown University
2270,http://www.freebase.com/view/en/italy,what do italy people eat for breakfast?,Corriere della Sera
2271,http://www.freebase.com/view/en/tom_cruise,what religion does tom cruise follow?,Catholicism
2272,http://www.freebase.com/view/en/france,what is the president of france's name?,Nicolas Sarkozy
2273,http://www.freebase.com/view/en/lakota,what language do lakota indians speak?,Lakota Language
2274,http://www.freebase.com/view/en/spain,what is the money called in spain?,Euro
2275,http://www.freebase.com/view/en/giza,where is the great pyramid of giza situated?,Giza Plateau
2276,http://www.freebase.com/view/en/deere_company,where is john deere made?,Moline
2277,http://www.freebase.com/view/en/ukraine,what money is used in the ukraine?,Ukrainian hryvnia
2278,http://www.freebase.com/view/en/ayn_rand,where did ayn rand live?,Saint Petersburg
2279,http://www.freebase.com/view/en/libya,when was the civil war in libya?,2011
2280,http://www.freebase.com/view/en/united_staff,where are the headquarters of the united nations organization found?,New York City
2281,http://www.freebase.com/view/en/charles_lindbergh,what did charles lindbergh became famous for in the 1920s?,Pilot
2282,http://www.freebase.com/view/en/roy_lichtenstein,what influenced roy lichtenstein artwork?,Jasper Johns
2283,http://www.freebase.com/view/en/mitt_romney,what state did romney governor?,Massachusetts
2284,http://www.freebase.com/view/en/lake_victoria,which countries border lake victoria?,Kenya
2285,http://www.freebase.com/view/en/ryan_gosling,what movies does ryan gosling star in?,The United States of Leland
2286,http://www.freebase.com/view/en/kentucky,where is kentucky located?,Contiguous United States
2287,http://www.freebase.com/view/en/john_tyler,where john tyler was born?,Charles City County
2288,http://www.freebase.com/view/en/english,where the english came from?,Canada
2289,http://www.freebase.com/view/en/thomas_jefferson,what place did thomas jefferson died?,Charlottesville
2290,http://www.freebase.com/view/en/fifa_world_cup,when is next t20 world cup cricket?,Every 4 Years
2291,http://www.freebase.com/view/en/france,what is the time zone in france?,Central European Time
2292,http://www.freebase.com/view/en/soviet_union,what kind of economy was the soviet union?,Communist state
2293,http://www.freebase.com/view/en/lancaster_california,what county is lancaster ca located in?,Los Angeles County
2294,http://www.freebase.com/view/en/steve_nash,who is steve nash married to?,Alejandra Amarilla
2295,http://www.freebase.com/view/en/compaq,where is compaq laptops made?,Houston
2296,http://www.freebase.com/view/en/cincinnati_bengals,what is the name of the bengals quarterback?,Andy Dalton
2297,http://www.freebase.com/view/en/janelle_corlass_brown,what job does janelle brown have?,Singer
2298,http://www.freebase.com/view/en/michelle_obama,what do michelle obama do for a living?,Writer
2299,http://www.freebase.com/view/en/rhode_island,who was the founder of rhode island?,Roger Williams: Lives and Legacies
2300,http://www.freebase.com/view/en/dr_seuss,who was dr seuss?,Theodor Robert Geisel
2301,http://www.freebase.com/view/en/paul_wesley,who does paul wesley play in 24?,Stephen
2302,http://www.freebase.com/view/en/austraila,what continent is australia in?,Australia
2303,http://www.freebase.com/view/en/roshon_fegan,what is roshon fegan's heritage?,African American
2304,http://www.freebase.com/view/en/spanish,where is spanish springs nv?,Europe
2305,http://www.freebase.com/view/en/ronaldinho,what club does ronaldinho play for 2012?,Clube Atlético Mineiro
2306,http://www.freebase.com/view/en/islam,what is the name of the sacred text of islam?,Quran
2307,http://www.freebase.com/view/en/richard_nixon,where did richard nixon go to high school?,Fullerton Union High School
2308,http://www.freebase.com/view/en/fred_claus,who stars in the movie fred claus?,Vince Vaughn
2309,http://www.freebase.com/view/en/masters,who won the 2012 snooker masters?,London
2310,http://www.freebase.com/view/en/bernard_l_madoff,where did madoff live?,Palm Beach
2311,http://www.freebase.com/view/en/sammy_davis_jr,what killed sammy davis jr?,Complication
2312,http://www.freebase.com/view/en/chicago,where to hang out in chicago?,Wrigley Field
2313,http://www.freebase.com/view/en/san_diego,what are the best things to do in san diego?,Hotel del Coronado
2314,http://www.freebase.com/view/en/costa_rica,what currency do you use in costa rica?,Costa Rican colón
2315,http://www.freebase.com/view/en/kansas,who are the senators of kansas 2013?,Jerry Moran
2316,http://www.freebase.com/view/en/jackson_pollock,what influenced jackson pollock's work?,Mark Tobey
2317,http://www.freebase.com/view/en/john_adams,what state was john adams elected from?,Massachusetts
2318,http://www.freebase.com/view/en/sam_winchester,who played young sam winchester?,Colin Ford
2319,http://www.freebase.com/view/en/ukraine,what is the official language of the ukraine?,Ukrainian Language
2320,http://www.freebase.com/view/en/fa_cup,who won 2001 fa cup?,Liverpool F.C.
2321,http://www.freebase.com/view/en/duane_allman,what songs did duane allman sing?,Happily Married Man
2322,http://www.freebase.com/view/en/darth_vader,who played darth vader in the original star wars movies?,David Prowse
2323,http://www.freebase.com/view/en/austraila,when do we change the clocks in 2011 in australia?,au
2324,http://www.freebase.com/view/en/joe_hart,what team did joe hart play for before man city?,Shrewsbury Town F.C.
2325,http://www.freebase.com/view/en/scarlett_johansson,who did scarlett johansson married?,Ryan Reynolds
2326,http://www.freebase.com/view/en/doug_williams_1955,what team did doug williams play for?,Washington Redskins
2327,http://www.freebase.com/view/en/philippines,what are the different sports in the philippines?,Philippines men's national volleyball team
2328,http://www.freebase.com/view/en/venezuela,who won the presidential race in venezuela?,Nicolás Maduro
2329,http://www.freebase.com/view/en/willy_wonka,where did willy wonka take place?,Chocolate Factory Universe
2330,http://www.freebase.com/view/en/martin_luther_king_jr,what degree did martin luther king get?,Bachelor of Divinity
2331,http://www.freebase.com/view/en/antonio_vivaldi,what type of music did vivaldi write?,Classical music
2332,http://www.freebase.com/view/en/elie_wiesel,what books has elie wiesel written?,The judges
2333,http://www.freebase.com/view/en/boston_celtics,when did the boston celtics win their first championship?,1965 NBA Finals
2334,http://www.freebase.com/view/en/cameron_crowe,who is cameron crowe?,Film Producer
2335,http://www.freebase.com/view/en/russia,what is the national anthem of russia?,National Anthem of Russia
2336,http://www.freebase.com/view/en/lee_corso,what college did lee corso attend?,Florida State University
2337,http://www.freebase.com/view/en/liam_neeson,what films did liam neeson star in?,Excalibur
2338,http://www.freebase.com/view/en/north_atlantic_treaty_organization,what are all the countries in nato?,Netherlands
2339,http://www.freebase.com/view/en/tim_gunn,what does tim gunn do for a living?,TV Personality
2340,http://www.freebase.com/view/en/eli_whitney,what was eli whitney job?,Engineer
2341,http://www.freebase.com/view/en/swiss_alps,what city are the swiss alps in?,Monte Rosa Massif
2342,http://www.freebase.com/view/en/adolf_hitler,what political party was adolf hitler from?,German Workers' Party
2343,http://www.freebase.com/view/en/hermione_granger,who did hermione granger marry?,Ronald Weasley
2344,http://www.freebase.com/view/en/jedi,who was the first jedi master?,Yoda
2345,http://www.freebase.com/view/en/henry_hudson,what areas did henry hudson discover?,Hudson Bay
2346,http://www.freebase.com/view/en/chinese_taipei,what does taiwan people speak?,"Chinese, Hakka Language"
2347,http://www.freebase.com/view/en/angela_davis,what made angela davis famous?,Political activist
2348,http://www.freebase.com/view/en/george_washington_university,what state is george washington university located in?,"Washington, D.C."
2349,http://www.freebase.com/view/en/michigan,what is the state bird and flower of michigan?,American Robin
2350,http://www.freebase.com/view/en/arabic_name,what is al in arabic names?,Arabic nomenclature
2351,http://www.freebase.com/view/en/andrew_cuomo,where was governor cuomo born?,Queens
2352,http://www.freebase.com/view/en/supreme_court_of_the_united_states,who are the judges of the supreme court?,John Roberts
2353,http://www.freebase.com/view/en/brazil,who is the president of brazil now?,Dilma Rousseff
2354,http://www.freebase.com/view/en/baltimore_ravens,what years have the ravens won the super bowl?,Super Bowl XXXV
2355,http://www.freebase.com/view/en/sri_lanka,what money to take to sri lanka?,Sri Lankan rupee
2356,http://www.freebase.com/view/en/new_york_mets,what year did the mets win their first world series?,1969 World Series
2357,http://www.freebase.com/view/en/leonardo_da_vinci,who was leonardo da vinci teacher?,lorenzo de' medici patron of leonardo da vinci
2358,http://www.freebase.com/view/en/newt_gingrich,where did newt gingrich attend college?,Tulane University
2359,http://www.freebase.com/view/en/thomas_jefferson,where did thomas jefferson died?,Charlottesville
2360,http://www.freebase.com/view/en/emmitt_smith,what football teams did emmitt smith play for?,Arizona Cardinals
2361,http://www.freebase.com/view/en/joe_namath,where did joe namath attend college?,University of Alabama
2362,http://www.freebase.com/view/en/purdue_university,what city is purdue university located?,Indiana
2363,http://www.freebase.com/view/en/thailand,what language does people in thailand speak?,Thai Language
2364,http://www.freebase.com/view/en/narnaul,where is ibrahim chatta from?,Haryana
2365,http://www.freebase.com/view/en/beth_tweddle,what does beth tweddle compete in?,Artistic gymnastics
2366,http://www.freebase.com/view/en/toronto,what airport is closest to downtown toronto?,Toronto Pearson International Airport
2367,http://www.freebase.com/view/en/emily_bronte,what did emily bronte died of?,Tuberculosis
2368,http://www.freebase.com/view/en/krabi,what to do around krabi thailand?,Tup Island
2369,http://www.freebase.com/view/en/george_washington_carver,what country is george washington carver from?,United States of America
2370,http://www.freebase.com/view/en/bilbo_baggins,who is playing bilbo in the hobbit movie?,Norman Bird
2371,http://www.freebase.com/view/en/orlando,what else is there in orlando besides disney?,Baldwin Park
2372,http://www.freebase.com/view/en/john_f_kennedy,when did kennedy get elected?,John F. Kennedy 1961 presidential inauguration
2373,http://www.freebase.com/view/en/thailand,what kind of currency do they use in thailand?,Thai baht
2374,http://www.freebase.com/view/en/hannah_montana,who is the actor that plays rico in hannah montana?,Moisés Arias
2375,http://www.freebase.com/view/en/birmingham,what time zone is birmingham england?,Greenwich Mean Time
2376,http://www.freebase.com/view/en/andy_warhol,what does andy warhol do?,Film Director
2377,http://www.freebase.com/view/en/colombia,where is colombia the country?,South America
2378,http://www.freebase.com/view/en/jodelle_ferland,who does jodelle ferland play in eclipse?,Bree Tanner
2379,http://www.freebase.com/view/en/urbana,where can i register to vote in urbana il?,Champaign County
2380,http://www.freebase.com/view/en/karl_marx,where was karl marx buried?,Highgate Cemetery
2381,http://www.freebase.com/view/en/mother_teresa,what countries did mother teresa work in?,Kolkata
2382,http://www.freebase.com/view/en/nevada,what timezone is nevada in right now?,Mountain Time Zone
2383,http://www.freebase.com/view/en/deion_sanders,what team did deion sanders play for in baseball?,Baltimore Orioles
2384,http://www.freebase.com/view/en/carter_g_woodson,what did dr carter g woodson do?,Writer
2385,http://www.freebase.com/view/en/ford_motor_company,who invented the ford motor company?,Henry Ford
2386,http://www.freebase.com/view/en/ayrton_senna,what is ayrton senna?,Racecar driver
2387,http://www.freebase.com/view/en/stephen_breyer,where was stephen g. breyer born?,San Francisco
2388,http://www.freebase.com/view/en/taylor_lautner,what films have taylor lautner starred in?,New Moon
2389,http://www.freebase.com/view/en/charles_dickens,what did charles dickens believe in?,Anglicanism
2390,http://www.freebase.com/view/en/doc_martin,who played elaine on doc martin?,Lucy Punch
2391,http://www.freebase.com/view/en/sammy_davis_jr,what religion is sammy davis jr?,Judaism
2392,http://www.freebase.com/view/en/denver,what airport does southwest fly to in denver?,Front Range Airport
2393,http://www.freebase.com/view/en/google,who started google?,Larry Page
2394,http://www.freebase.com/view/en/arizona,in what timezone is arizona?,Mountain Time Zone
2395,http://www.freebase.com/view/en/kurdish_people,where kurdish people from?,Asia
2396,http://www.freebase.com/view/en/harrison_ford,where did harrison ford get his start?,Force 10 from Navarone
2397,http://www.freebase.com/view/en/arizona_diamondbacks,what year did arizona diamondbacks win the world series?,2001 World Series
2398,http://www.freebase.com/view/en/jesus,where was jesus born and raised?,Nazareth
2399,http://www.freebase.com/view/en/turkey,what currency do i take to turkey?,Turkish lira
2400,http://www.freebase.com/view/en/indiana_jones,who portrayed indiana jones in raiders of the lost ark?,Harrison Ford
2401,http://www.freebase.com/view/en/ukraine,what money is used in ukraine?,Ukrainian hryvnia
2402,http://www.freebase.com/view/en/greyton,where is greyton western cape?,Western Cape
2403,http://www.freebase.com/view/en/buddhism,what is the buddhist holy book?,Amitabha Sutra
2404,http://www.freebase.com/view/en/jason_morgan,who is jason morgan married to in real life?,Brenda Barrett
2405,http://www.freebase.com/view/en/colorado,what is colorado's state flower?,Aquilegia saximontana
2406,http://www.freebase.com/view/en/minneapolis_lakers,who have the lakers signed?,Dwight Howard
2407,http://www.freebase.com/view/en/phil_harris,who was phil harris married to?,Marcia Ralston
2408,http://www.freebase.com/view/en/jane_austen,which jane austen books are movies?,Pride and Prejudice
2409,http://www.freebase.com/view/en/antoine_lavoisier,where did antoine laurent lavoisier die?,Place de la Concorde
2410,http://www.freebase.com/view/en/lanzarote,where is lanzarote in a world map?,Canary Islands
2411,http://www.freebase.com/view/en/minneapolis_lakers,what year did lakers win their first championship?,1948 NBL Finals
2412,http://www.freebase.com/view/en/mariah_carey,what does mariah carey call her fans?,radioIO RNB Mix
2413,http://www.freebase.com/view/en/harvey_smith,what happened to harvey smith?,Designer
2414,http://www.freebase.com/view/en/dante_falconeri,who plays dante falconeri?,Dominic Zamprogna
2415,http://www.freebase.com/view/en/canada,what sports are played in canada?,Canada national baseball team
2416,http://www.freebase.com/view/en/israel,who is the president of israel 2012?,Shimon Peres
