,id,url,question,answer,long_answer,final_answer
1445,1445,http://www.freebase.com/view/en/theodore_roosevelt,what did theodore roosevelt do that brought him to national prominence?,President of the United States,"Theodore Roosevelt was a U.S. politician and author who served as the 26th President of the United States from 1901 to 1909. He is known for many things, including his leadership during the Spanish-American War, his efforts to regulate big businesses like railroads and trusts, and his conservation policies that protected millions of acres of public lands in America's western states.","President of the United States Theodore Roosevelt was a U.S. politician and author who served as the 26th President of the United States from 1901 to 1909. He is known for many things, including his leadership during the Spanish-American War, his efforts to regulate big businesses like railroads and trusts, and his conservation policies that protected millions of acres of public lands in America's western states."
1446,1446,http://www.freebase.com/view/en/devon_sawa,where is devon sawa now?,Vancouver,"I do not have access to live updates on the exact location of Devon Smith, but you can search for news articles or social media posts related to him and his situation.","Vancouver I do not have access to live updates on the exact location of Devon Smith, but you can search for news articles or social media posts related to him and his situation."
1447,1447,http://www.freebase.com/view/en/cleveland_browns,who did the cleveland browns draft?,Jeff Faine,"The Cleveland Browns were an American football team that played in the National Football League from 1946 to 1995. During their first season, they selected Otto Graham as the No. 1 overall pick of the expansion draft on Jan. 20-Jan. 23. For other seasons and selections please consult a reputable source or ask for clarification","Jeff Faine The Cleveland Browns were an American football team that played in the National Football League from 1946 to 1995. During their first season, they selected Otto Graham as the No. 1 overall pick of the expansion draft on Jan. 20-Jan. 23. For other seasons and selections please consult a reputable source or ask for clarification"
1448,1448,http://www.freebase.com/view/en/marilyn_monroe,who was marilyn monroe's parents?,Charles Stanley Gifford,Marlyn Monroe had an absent father and a very eccentric mother.,Charles Stanley Gifford Marlyn Monroe had an absent father and a very eccentric mother.
1449,1449,http://www.freebase.com/view/en/london,what to do when traveling to london?,Regent's Park,"I would suggest you to take a look at the famous London's landmarks such as Tower of london, Westminster Abbey and British Museum. If you are interested in history there is also a chance for you to visit Buckingham Palace or Windsor Castle","Regent's Park I would suggest you to take a look at the famous London's landmarks such as Tower of london, Westminster Abbey and British Museum. If you are interested in history there is also a chance for you to visit Buckingham Palace or Windsor Castle"
1450,1450,http://www.freebase.com/view/en/shoreditch,where is shoreditch?,London,"Shoreditch is an area in the East End of London, England. It lies between High Holborn and Newington Green with a western boundary that includes part of Kingsland Road, Brick Lane, Spitalfields Market, Liverpool Street station, Old Street roundabout and Finsbury Circus.","London Shoreditch is an area in the East End of London, England. It lies between High Holborn and Newington Green with a western boundary that includes part of Kingsland Road, Brick Lane, Spitalfields Market, Liverpool Street station, Old Street roundabout and Finsbury Circus."
1451,1451,http://www.freebase.com/view/en/houston,what should i do today in houston?,George R. Brown Convention Center,"There are many exciting things to do and see in Houston, Texas. You can start by exploring some of the city's top attractions like NASA Johnson Space Center or the Museum District. If you love food, there are several great restaurants here too such as Underbelly and The Hay Merchant! Don't forget to experience local nightlife in Midtown area!","George R. Brown Convention Center There are many exciting things to do and see in Houston, Texas. You can start by exploring some of the city's top attractions like NASA Johnson Space Center or the Museum District. If you love food, there are several great restaurants here too such as Underbelly and The Hay Merchant! Don't forget to experience local nightlife in Midtown area!"
1452,1452,http://www.freebase.com/view/en/spanish,where does the spanish language come from?,Spain,"The Spanish language originates in Spain. It is one of many languages to evolve from Latin, which was the official language of Rome and its subjects until around 500 AD when the Roman Empire collapsed due to a number of reasons including:
 - Overreliance on slave labor rather than hiring locals as you would want to encourage people to move into your area before it gets sacked by marauding barbarians so they can participate as equals in society instead of dying horribly to serve their overlords' self-interest!
 - Massive war debt causing inflation and resulting rise of silver prices making them unable to afford their own damn weapons and armor because who needs that stuff with enough slaves to do all the fighting and craftsmenship for ya anyway
So after Germanic tribes pillaged Italy there wasn't anyone left capable or willing to fight back and Charlemagne (a new king) united everyone under his rule starting off another thousand years or so of monarchs ruling Western Europe while being challenged during Crusades and losing said challenge but managing to successfully subjugate much of Eastern Europe into Christianity and Latin language (which split eventually leading to what became French vs English)","Spain The Spanish language originates in Spain. It is one of many languages to evolve from Latin, which was the official language of Rome and its subjects until around 500 AD when the Roman Empire collapsed due to a number of reasons including:
 - Overreliance on slave labor rather than hiring locals as you would want to encourage people to move into your area before it gets sacked by marauding barbarians so they can participate as equals in society instead of dying horribly to serve their overlords' self-interest!
 - Massive war debt causing inflation and resulting rise of silver prices making them unable to afford their own damn weapons and armor because who needs that stuff with enough slaves to do all the fighting and craftsmenship for ya anyway
So after Germanic tribes pillaged Italy there wasn't anyone left capable or willing to fight back and Charlemagne (a new king) united everyone under his rule starting off another thousand years or so of monarchs ruling Western Europe while being challenged during Crusades and losing said challenge but managing to successfully subjugate much of Eastern Europe into Christianity and Latin language (which split eventually leading to what became French vs English)"
1453,1453,http://www.freebase.com/view/en/london,when do they change the time in london?,Greenwich Mean Time,"The clocks are changed twice annually by one hour, so that means it happens every six months. As the UK is part of the EU, their timezone regulation will be followed after Brexit too (which takes effect on January 1st). This can cause some confusion for companies who'll need to update their apps accordingly before December comes and half an hour gets lost...","Greenwich Mean Time The clocks are changed twice annually by one hour, so that means it happens every six months. As the UK is part of the EU, their timezone regulation will be followed after Brexit too (which takes effect on January 1st). This can cause some confusion for companies who'll need to update their apps accordingly before December comes and half an hour gets lost..."
1454,1454,http://www.freebase.com/view/en/ryan_lochte,where does ryan lochte live now?,Gainesville,"I'm sorry, but as an AI language model, I don't have access to personal information such as the current location of public figures like Ryan Reynolds. It is not appropriate for me to speculate on someone's private life without concrete evidence or verified sources. My purpose is to provide factual and informative responses based on credible data available in my programming. If you need help with anything else, feel free to ask!","Gainesville I'm sorry, but as an AI language model, I don't have access to personal information such as the current location of public figures like Ryan Reynolds. It is not appropriate for me to speculate on someone's private life without concrete evidence or verified sources. My purpose is to provide factual and informative responses based on credible data available in my programming. If you need help with anything else, feel free to ask!"
1455,1455,http://www.freebase.com/view/en/nashville_tennessee,what timezone is tennessee nashville?,Central Time Zone,"Nashville, TN follows Central Time Zone.","Central Time Zone Nashville, TN follows Central Time Zone."
1456,1456,http://www.freebase.com/view/en/henry_clay,what political party was henry clay?,Whig Party,"Henry Clay was a member of the Whig Party and served as Secretary of State under President John Quincy Adams from 1823 to 1825. He later became Senator for Kentucky, serving from 1847 until his death in June 1960, just two months before Lincoln’s inauguration on March 4, 1861","Whig Party Henry Clay was a member of the Whig Party and served as Secretary of State under President John Quincy Adams from 1823 to 1825. He later became Senator for Kentucky, serving from 1847 until his death in June 1960, just two months before Lincoln’s inauguration on March 4, 1861"
1457,1457,http://www.freebase.com/view/en/ontario,what is capital city of ontario?,Ottawa,"The current capital of Ontario, Canada is Toronto","Ottawa The current capital of Ontario, Canada is Toronto"
1458,1458,http://www.freebase.com/view/en/england,what money is used in england?,UK £,"The official currency of England is the British pound (GBP). It's denoted by the symbol £. You can also use pounds and pence (p) to represent amounts, where 100 pence equal one pound.","UK £ The official currency of England is the British pound (GBP). It's denoted by the symbol £. You can also use pounds and pence (p) to represent amounts, where 100 pence equal one pound."
1459,1459,http://www.freebase.com/view/en/corey_feldman,who did corey feldman married?,Susie Feldman,"Corey Feldman was never legally married, but he had an unofficial marriage ceremony with a woman named Susie Weaver in 1989. They later separated and were not officially divorced until 2017.","Susie Feldman Corey Feldman was never legally married, but he had an unofficial marriage ceremony with a woman named Susie Weaver in 1989. They later separated and were not officially divorced until 2017."
1460,1460,http://www.freebase.com/view/en/lois_griffin,who is the voice of lois from family guy?,Alex Borstein,"She has been voiced by multiple people, so it isn't clear which one you mean. The current and longest running performer for her role would be Alex Borstein, also known as Dawnie from Mom or Miss Swallow in Bolts & Blip. However she was previously played by Lacey Chabert, Kari Wuhrer, Jennifer Tilly, Marisa Ramirez, Grey DeLisle, and Courteney Cox","Alex Borstein She has been voiced by multiple people, so it isn't clear which one you mean. The current and longest running performer for her role would be Alex Borstein, also known as Dawnie from Mom or Miss Swallow in Bolts & Blip. However she was previously played by Lacey Chabert, Kari Wuhrer, Jennifer Tilly, Marisa Ramirez, Grey DeLisle, and Courteney Cox"
1461,1461,http://www.freebase.com/view/en/walt_disney,what was walt disney's first cartoon called?,Steamboat Willie,"Walt Disney's first animation job came at the age of 18, when he applied for work as a janitor at the local library. Instead he got a position where he re-penciled ads from mining companies so they could fit into newspaper columns. He also worked creating commercial advertisements using caricature drawings of people and their expressions.","Steamboat Willie Walt Disney's first animation job came at the age of 18, when he applied for work as a janitor at the local library. Instead he got a position where he re-penciled ads from mining companies so they could fit into newspaper columns. He also worked creating commercial advertisements using caricature drawings of people and their expressions."
1462,1462,http://www.freebase.com/view/en/mother_jones,what did mary harris jones accomplish?,Children's rights,"Mary Harris Jones, also known as ""Mother Jones,"" was an American labor and community organizer. She worked to improve the working conditions for miners in Pennsylvania and Illinois during the late 19th century, and she was involved with several key events that led to coal mine safety improvements such as enforcement of laws, better equipment standards, improved ventilation and increased wages for workers from rural areas whose families relied on them solely for income.","Children's rights Mary Harris Jones, also known as ""Mother Jones,"" was an American labor and community organizer. She worked to improve the working conditions for miners in Pennsylvania and Illinois during the late 19th century, and she was involved with several key events that led to coal mine safety improvements such as enforcement of laws, better equipment standards, improved ventilation and increased wages for workers from rural areas whose families relied on them solely for income."
1463,1463,http://www.freebase.com/view/en/egypt,what currency do i need in egypt?,Egyptian pound,"The official currency of Egypt is the Egyptian pound. It's symbolized by ""£E"" and its exchange rate varies based on market conditions. Check a financial news website or app for up-to-date information before traveling to Egypt.","Egyptian pound The official currency of Egypt is the Egyptian pound. It's symbolized by ""£E"" and its exchange rate varies based on market conditions. Check a financial news website or app for up-to-date information before traveling to Egypt."
1464,1464,http://www.freebase.com/view/en/virginia,who was the founder of the colony of virginia?,Captain John Smith,"Thomas West, Baron De La Warr
* The first president of the Republic of Texas: Sam Houston","Captain John Smith Thomas West, Baron De La Warr
* The first president of the Republic of Texas: Sam Houston"
1465,1465,http://www.freebase.com/view/en/albert_ellis,where is ellis park rugby stadium?,New York City,"The San Isidro Cricket and Rugby Club is located in Buenos Aires, Argentina. It has a capacity of around 1500 people and can host cricket matches as well as other sports events like tennis and volleyball.","New York City The San Isidro Cricket and Rugby Club is located in Buenos Aires, Argentina. It has a capacity of around 1500 people and can host cricket matches as well as other sports events like tennis and volleyball."
1466,1466,http://www.freebase.com/view/en/european_union,what does the letters eu stand for?,European Union,"The letters ""EU"" likely stands for ""European Union"".","European Union The letters ""EU"" likely stands for ""European Union""."
1467,1467,http://www.freebase.com/view/en/united_kingdom,what are the 5 countries in the united kingdom?,Wales,Not Found,Wales Not Found
1468,1468,http://www.freebase.com/view/en/jojo,what label is jojo signed to?,Mercury,"JoJo is an American singer, songwriter, and actress. She was born on December 20, 1996 in New York City.","Mercury JoJo is an American singer, songwriter, and actress. She was born on December 20, 1996 in New York City."
1469,1469,http://www.freebase.com/view/en/kentucky,who is the state senator of kentucky?,Mitch McConnell,"As of my knowledge cutoff date in September 2021, the senior United States Senator from Kentucky was Rand Paul. However, there may have been changes since then, so I recommend checking more recent information for current and accurate details.","Mitch McConnell As of my knowledge cutoff date in September 2021, the senior United States Senator from Kentucky was Rand Paul. However, there may have been changes since then, so I recommend checking more recent information for current and accurate details."
1470,1470,http://www.freebase.com/view/en/douglas_macarthur,where did douglas macarthur die?,"Washington, D.C.",Not Found,"Washington, D.C. Not Found"
1471,1471,http://www.freebase.com/view/en/russia,what does russian people speak?,Yiddish Language,* English and Russian,Yiddish Language * English and Russian
1472,1472,http://www.freebase.com/view/en/jason_morgan,who is playing jason morgan on general hospital?,Steve Burton,"Jason Morgan has been played by a number of actors over the years, including:
1. Stephen Macht (in 1982) - the role was originated for the filming of General Hospital spin-off ""Monte Carlo"".
2. Shaun Mason (portrayed during flashbacks in February and September 2005).
3. Will McCormack (In October to December 2004), after Steve Burton left the series again until May 2007 when he returned to take his position once more at that time as a recurring character up to March 2008 where he took another absence but would return from June to December 2012 before departing from the series again.[2] In January 2016 it was announced that Burton will reprise the role sometime later this year and made an appearance via Skype in March[3][4]. However, it looks like Burton's availability forced the show to put off this storyline. His availability then changed allowing him back into the storylines planned around Christmas of 2017 which saw him interact with Carly Corinthos Jacks whose mother Laura Wright plays the role she started out portraying in July 1993.","Steve Burton Jason Morgan has been played by a number of actors over the years, including:
1. Stephen Macht (in 1982) - the role was originated for the filming of General Hospital spin-off ""Monte Carlo"".
2. Shaun Mason (portrayed during flashbacks in February and September 2005).
3. Will McCormack (In October to December 2004), after Steve Burton left the series again until May 2007 when he returned to take his position once more at that time as a recurring character up to March 2008 where he took another absence but would return from June to December 2012 before departing from the series again.[2] In January 2016 it was announced that Burton will reprise the role sometime later this year and made an appearance via Skype in March[3][4]. However, it looks like Burton's availability forced the show to put off this storyline. His availability then changed allowing him back into the storylines planned around Christmas of 2017 which saw him interact with Carly Corinthos Jacks whose mother Laura Wright plays the role she started out portraying in July 1993."
1473,1473,http://www.freebase.com/view/en/hong_kong,where is hong kong china?,Asia,"The Hong Kong Special Administrative Region of the People's Republic of China (HKSAR) is located in East Asia, on a peninsula and group of islands south of mainland China. It is bordered by the South China Sea to its east, south, and west and shares a land boundary with Shenzhen, which is immediately to its north across the boundary crossing at Luohu port.","Asia The Hong Kong Special Administrative Region of the People's Republic of China (HKSAR) is located in East Asia, on a peninsula and group of islands south of mainland China. It is bordered by the South China Sea to its east, south, and west and shares a land boundary with Shenzhen, which is immediately to its north across the boundary crossing at Luohu port."
1474,1474,http://www.freebase.com/view/en/italy,what countries do they speak italian?,Italy,"Italian is spoken as a first language by the majority populations of several countries in Europe. Here are some of the main countries where Italian is an official or widely-spoken language:

1. Italy (obviously): Italian is the official language of Italy and it's spoken by the vast majority of people living there.
2. Switzerland: Italian is one of four national languages of Switzerland, primarily spoken in the southern canton of Ticino.
3. Vatican City: As the smallest independent state in the world, Italian is also the official language of Vatican City.
4. San Marino: The Republic of San Marino is surrounded completely by Italy, so it comes as no surprise that its official language is Italian too.
5. Slovenia: Although not in the EU officially anymore, part of their population live in border towns with Italy - making their daily life easier to communicate between each other through this language.  For instance; Nova Gorica & Gorizia are connected through a tunnel leading directly from Italy into Nova Goriza railway station. They can travel back and forth almost whenever because their citizenship cards allow them to freely move around these areas without visas etc.""","Italy Italian is spoken as a first language by the majority populations of several countries in Europe. Here are some of the main countries where Italian is an official or widely-spoken language:

1. Italy (obviously): Italian is the official language of Italy and it's spoken by the vast majority of people living there.
2. Switzerland: Italian is one of four national languages of Switzerland, primarily spoken in the southern canton of Ticino.
3. Vatican City: As the smallest independent state in the world, Italian is also the official language of Vatican City.
4. San Marino: The Republic of San Marino is surrounded completely by Italy, so it comes as no surprise that its official language is Italian too.
5. Slovenia: Although not in the EU officially anymore, part of their population live in border towns with Italy - making their daily life easier to communicate between each other through this language.  For instance; Nova Gorica & Gorizia are connected through a tunnel leading directly from Italy into Nova Goriza railway station. They can travel back and forth almost whenever because their citizenship cards allow them to freely move around these areas without visas etc."""
1475,1475,http://www.freebase.com/view/en/david_beckham,who does david beckham play for in 2013?,Paris Saint-Germain F.C.,"In January 2013, David Beckham joined Paris Saint-Germain. He played seven matches for them until his contract ended on May 31st, 2013.","Paris Saint-Germain F.C. In January 2013, David Beckham joined Paris Saint-Germain. He played seven matches for them until his contract ended on May 31st, 2013."
1476,1476,http://www.freebase.com/view/en/nikki_reed,who nikki reed play in twilight?,Rosalie Hale,"Nikolaos Reed played the character of Edward Cullen, a vampire and love interest to Bella Swan.","Rosalie Hale Nikolaos Reed played the character of Edward Cullen, a vampire and love interest to Bella Swan."
1477,1477,http://www.freebase.com/view/en/blake_griffin,who does blake griffin play for in the nba?,Los Angeles Clippers,Blake Griffin is an American professional basketball player. He plays as a power forward/center for the Brooklyn Nets of the National Basketball Association (NBA).,Los Angeles Clippers Blake Griffin is an American professional basketball player. He plays as a power forward/center for the Brooklyn Nets of the National Basketball Association (NBA).
1478,1478,http://www.freebase.com/view/en/fox_mulder,who played mulder in the x files?,David Duchovny,"David Duchovny played Fox Mulder, the male lead of the series.
2 - Scully & Mulder's relationship was always a bit complicated but ultimately they were friends and confidants. There wasn't any romantic interest until season 7 or so (when the show had jumped the shark imo).
3 - Dana Katherine Scully was born February 25th 1961 in Passaic NJ. She has an IQ over 140 and earned her master’s degree at Stanford University, which she later used to gain admittance to medical school . At the same time as her acceptance into medical school, she also gained admission to law school. A college All-American in tennis, she graduated from the Littleton Preparatory Academy Magna Cum Laude with a perfect 100 percent average; her only failing ever being in ""electron-based physics"" when one her answers on a test question was judged incorrect by the teacher because it differed from what he himself would have answered. She went on to work for the FBI in Quantico where she worked closely with Assistant Director Walter Skinner. It is through Skinners contacts that Scully got assigned to work with Fox William Mulder back in June of '89.","David Duchovny David Duchovny played Fox Mulder, the male lead of the series.
2 - Scully & Mulder's relationship was always a bit complicated but ultimately they were friends and confidants. There wasn't any romantic interest until season 7 or so (when the show had jumped the shark imo).
3 - Dana Katherine Scully was born February 25th 1961 in Passaic NJ. She has an IQ over 140 and earned her master’s degree at Stanford University, which she later used to gain admittance to medical school . At the same time as her acceptance into medical school, she also gained admission to law school. A college All-American in tennis, she graduated from the Littleton Preparatory Academy Magna Cum Laude with a perfect 100 percent average; her only failing ever being in ""electron-based physics"" when one her answers on a test question was judged incorrect by the teacher because it differed from what he himself would have answered. She went on to work for the FBI in Quantico where she worked closely with Assistant Director Walter Skinner. It is through Skinners contacts that Scully got assigned to work with Fox William Mulder back in June of '89."
1479,1479,http://www.freebase.com/view/en/bridgit_mendler,what are bridgit mendler's parents names?,Harry Mendler,"Bridgit Mendler is an American actress, singer and songwriter. She was born in Washington D.C., United States on December 15th, 1993. Her father is of English, Scottish and Welsh descent and her mother is Mexican-American. The name of her parents are Tom Mendlere (father) who worked for the National Drug Abuse Policy Center at the University of Maryland[2] , and Leah Rae Mendler (mother), a nurse and MENSA member.[7][8]","Harry Mendler Bridgit Mendler is an American actress, singer and songwriter. She was born in Washington D.C., United States on December 15th, 1993. Her father is of English, Scottish and Welsh descent and her mother is Mexican-American. The name of her parents are Tom Mendlere (father) who worked for the National Drug Abuse Policy Center at the University of Maryland[2] , and Leah Rae Mendler (mother), a nurse and MENSA member.[7][8]"
1480,1480,http://www.freebase.com/view/en/houston,what tourist attractions are in houston texas?,George R. Brown Convention Center,"Houston, Texas has many fun things to do for tourists. The Space Center Houston is a great place to start your trip because it allows you to explore and learn about space travel at the same time. In addition to this museum, Houston also boasts an excellent Museum of Fine Arts that contains many unique exhibits from around the world","George R. Brown Convention Center Houston, Texas has many fun things to do for tourists. The Space Center Houston is a great place to start your trip because it allows you to explore and learn about space travel at the same time. In addition to this museum, Houston also boasts an excellent Museum of Fine Arts that contains many unique exhibits from around the world"
1481,1481,http://www.freebase.com/view/en/maryland,who are the current maryland senators?,Ben Cardin,"As of my knowledge cutoff in 2021, Maryland had two Senators representing it in the United States Congress:

1. Chris Van Hollen (Democrat) - Serving since 2017 and member of the Democratic Party. He is also a member of the Senate Foreign Relations Subcommittee on Western Hemisphere and Narcotics Affairs, and co-chair of the U.S.-Mexico Senator's Border Caucus among other positions.
2. Ben Cardin (Democrat) - Serving since 2007 and member of the Democratic Party. He is Ranking Member of the Senate Finance Committee’s International Trade Subcommittee, and also serves as a member of the Senate Committees on Environment and Public Works; Small Business & Entrepreneurship; Foreign Relations; Judiciary; and Budget, among others.","Ben Cardin As of my knowledge cutoff in 2021, Maryland had two Senators representing it in the United States Congress:

1. Chris Van Hollen (Democrat) - Serving since 2017 and member of the Democratic Party. He is also a member of the Senate Foreign Relations Subcommittee on Western Hemisphere and Narcotics Affairs, and co-chair of the U.S.-Mexico Senator's Border Caucus among other positions.
2. Ben Cardin (Democrat) - Serving since 2007 and member of the Democratic Party. He is Ranking Member of the Senate Finance Committee’s International Trade Subcommittee, and also serves as a member of the Senate Committees on Environment and Public Works; Small Business & Entrepreneurship; Foreign Relations; Judiciary; and Budget, among others."
1482,1482,http://www.freebase.com/view/en/canada,where is the capital of canada on the map?,Ottawa,"The capital of Canada is Ottawa, which is located in southeastern Ontario. It's a short drive from Toronto and Montreal. You could also take a train there from either city!","Ottawa The capital of Canada is Ottawa, which is located in southeastern Ontario. It's a short drive from Toronto and Montreal. You could also take a train there from either city!"
1483,1483,http://www.freebase.com/view/en/albert_c_barnes,what time does barnes and noble close on saturday?,Central High School,"I'm sorry, can you please provide more context or clarify your question further so that I can better understand your inquiry and offer a helpful response?","Central High School I'm sorry, can you please provide more context or clarify your question further so that I can better understand your inquiry and offer a helpful response?"
1484,1484,http://www.freebase.com/view/en/frida_kahlo,what kind of paintings did frida kahlo do?,Surrealism,"Frida Kahlo was a Mexican artist who primarily painted self-portraits, and still lifes.","Surrealism Frida Kahlo was a Mexican artist who primarily painted self-portraits, and still lifes."
1485,1485,http://www.freebase.com/view/en/francisco_vasquez_de_coronado,what was francisco vasquez de coronado known for?,Mexico City,"Franciscus Coronus, also spelled Francisco de Córdoba or Francisco de la Cañada, was a Spanish Jesuit and missionary. He went to Paraguay in 1586 with the Jesuit missionaries who founded Asunción on November 2 of that year. He wrote some letters about his travels which are valuable for studying Guaraní life at that time","Mexico City Franciscus Coronus, also spelled Francisco de Córdoba or Francisco de la Cañada, was a Spanish Jesuit and missionary. He went to Paraguay in 1586 with the Jesuit missionaries who founded Asunción on November 2 of that year. He wrote some letters about his travels which are valuable for studying Guaraní life at that time"
1486,1486,http://www.freebase.com/view/en/greece,what form of government does greece use?,Hellenic Parliament,Greece is a parliamentary republic.,Hellenic Parliament Greece is a parliamentary republic.
1487,1487,http://www.freebase.com/view/en/columbia_river,where did the columbia river begin?,British Columbia,"The Columbia River begins in Western Canada as a trickling stream high up on the western slopes of North America's northern Rocky Mountains. It then flows northwest, eventually becoming a proper river and flowing southwest into the Canadian province of British Columbia (BC). Then it continues to flow southwest, crossing into the states Washington, Oregon, and finally California before emptying into the Pacific Ocean near Astoria, OR","British Columbia The Columbia River begins in Western Canada as a trickling stream high up on the western slopes of North America's northern Rocky Mountains. It then flows northwest, eventually becoming a proper river and flowing southwest into the Canadian province of British Columbia (BC). Then it continues to flow southwest, crossing into the states Washington, Oregon, and finally California before emptying into the Pacific Ocean near Astoria, OR"
1488,1488,http://www.freebase.com/view/en/meg_griffin,who was the original voice of meg on family guy?,Lacey Chabert,Lacey Chabert.,Lacey Chabert Lacey Chabert.
1489,1489,http://www.freebase.com/view/en/michael_clarke_duncan,what movies has michael clarke duncan been in?,American Crude,"Michael Clarke Duncan was an American actor who appeared in numerous films and television shows. Some of the notable movies that he appeared in include:

* ""Talladega Nights: The Ballad of Ricky Bobby"" (2006)
* ""The Scorpion King"" (1999)","American Crude Michael Clarke Duncan was an American actor who appeared in numerous films and television shows. Some of the notable movies that he appeared in include:

* ""Talladega Nights: The Ballad of Ricky Bobby"" (2006)
* ""The Scorpion King"" (1999)"
1490,1490,http://www.freebase.com/view/en/matt_barnes,who did matt barnes married?,Gloria Govan,"Matt Barnes, a former basketball player for the Phoenix Suns and Los Angeles Lakers of the NBA, has not been publicly linked to any particular marriage or relationship in his personal life.
It is not appropriate nor respectful to speculate about someone's private romantic affairs without concrete evidence to support such assumptions.","Gloria Govan Matt Barnes, a former basketball player for the Phoenix Suns and Los Angeles Lakers of the NBA, has not been publicly linked to any particular marriage or relationship in his personal life.
It is not appropriate nor respectful to speculate about someone's private romantic affairs without concrete evidence to support such assumptions."
1491,1491,http://www.freebase.com/view/en/nobel_peace_prize,who won the nobel peace prize in 2011 for physics?,Ellen Johnson Sirleaf,Theodore W. Higgs,Ellen Johnson Sirleaf Theodore W. Higgs
1492,1492,http://www.freebase.com/view/en/jessica_ennis,what is jessica ennis sport?,Track and field athletics,"Jessica Ennis Alumni CMG is a British retired track and field athlete. She competed in the heptathlon, pentathlon and 100 metres hurdles for Great Britain at the Olympic Games and was World Heptathlon Champion in 2012.","Track and field athletics Jessica Ennis Alumni CMG is a British retired track and field athlete. She competed in the heptathlon, pentathlon and 100 metres hurdles for Great Britain at the Olympic Games and was World Heptathlon Champion in 2012."
1493,1493,http://www.freebase.com/view/en/tahiti,where is tahiti bora bora?,French Polynesia,"Tahiti Bora Bora is a Polynesian navigation technique that involves using the stars and other natural elements to navigate between different islands or locations in the Pacific region. The method has been used for thousands of years by indigenous peoples who lived on these islands, and it continues to be passed down through generations as an important part of their cultural heritage.
It was developed before colonization started so they knew how to sail from island without instruments before Europeans came. This knowledge had declined with younger generation after Tahitian emancipation act but now thanks to new generation initiatives this practice reappear to teach new generation before all knowledge disappear.","French Polynesia Tahiti Bora Bora is a Polynesian navigation technique that involves using the stars and other natural elements to navigate between different islands or locations in the Pacific region. The method has been used for thousands of years by indigenous peoples who lived on these islands, and it continues to be passed down through generations as an important part of their cultural heritage.
It was developed before colonization started so they knew how to sail from island without instruments before Europeans came. This knowledge had declined with younger generation after Tahitian emancipation act but now thanks to new generation initiatives this practice reappear to teach new generation before all knowledge disappear."
1494,1494,http://www.freebase.com/view/en/michael_jackson,what are all of michael jackson albums?,Music & Me,"Michael Jackson released many albums throughout his career. Some of them include:

* ""Got to Be There"" (1972)
* ""Ben"" (1973)
* ""Forever, Michael"" (1975)
* ""The Best Of Michael Jackson"" (1975)
* ""Thriller"" (1984)
* ""Bad"" (1987)
* ""Dangerous"" (1991)
* ""HIStory: Past, Present and Future - Book I"" (1995)
* ""Blood on the Dance Floor: HIStory in the Mix"" (1997)","Music & Me Michael Jackson released many albums throughout his career. Some of them include:

* ""Got to Be There"" (1972)
* ""Ben"" (1973)
* ""Forever, Michael"" (1975)
* ""The Best Of Michael Jackson"" (1975)
* ""Thriller"" (1984)
* ""Bad"" (1987)
* ""Dangerous"" (1991)
* ""HIStory: Past, Present and Future - Book I"" (1995)
* ""Blood on the Dance Floor: HIStory in the Mix"" (1997)"
1495,1495,http://www.freebase.com/view/en/joe_namath,where did joe namath live?,Fire Island,"Joe Namath was a professional American football quarterback. He played for the New York Jets and Philadelphia Eagles in the National Football League (NFL). When he wasn't playing football, Joe lived primarily on the East Coast of America; between New Jersey, Pennsylvania & New York.","Fire Island Joe Namath was a professional American football quarterback. He played for the New York Jets and Philadelphia Eagles in the National Football League (NFL). When he wasn't playing football, Joe lived primarily on the East Coast of America; between New Jersey, Pennsylvania & New York."
1496,1496,http://www.freebase.com/view/en/minnesota,who is my state senator and representative minnesota?,Al Franken,"The current Senator from Minnesota as of February 2023 is Amy Klobuchar, a member of the Democratic Party. She has been serving in this role since 2007.","Al Franken The current Senator from Minnesota as of February 2023 is Amy Klobuchar, a member of the Democratic Party. She has been serving in this role since 2007."
